"","N402Barcode_706.511","N402Barcode_705.507","N402Barcode_718.520","N402Barcode_722.516","N402Barcode_721.516","N402Barcode_715.515","N402Barcode_718.513","N402Barcode_704.506","N402Barcode_702.505","N402Barcode_706.503","N402Barcode_701.511","N402Barcode_727.507","N402Barcode_729.502","N402Barcode_705.521","N402Barcode_719.503","N402Barcode_707.521","N402Barcode_728.521","N402Barcode_702.508","N402Barcode_703.520","N402Barcode_707.506","N402Barcode_701.505","N402Barcode_724.505","N402Barcode_728.510","N402Barcode_703.503","N402Barcode_726.511","N402Barcode_702.510","N402Barcode_712.513","N402Barcode_714.516","N402Barcode_715.503","N402Barcode_726.521","N402Barcode_721.503","N402Barcode_704.515","N402Barcode_719.517","N402Barcode_705.522","N402Barcode_705.508","N402Barcode_705.510","N402Barcode_722.513","N402Barcode_720.503","N402Barcode_720.517","N402Barcode_716.510","N402Barcode_702.511","N402Barcode_723.502","N402Barcode_727.522","N402Barcode_715.518","N402Barcode_703.507","N402Barcode_707.515","N402Barcode_702.520","N402Barcode_704.510","N402Barcode_712.521","N402Barcode_706.522","N402Barcode_714.510","N402Barcode_702.515","N402Barcode_701.515","N402Barcode_711.502","N402Barcode_701.517","N402Barcode_720.507","N402Barcode_728.508","N402Barcode_728.520","N402Barcode_726.522","N402Barcode_707.503","N402Barcode_724.510","N402Barcode_705.505","N402Barcode_701.503","N402Barcode_703.516","N402Barcode_728.503","N402Barcode_703.510","N402Barcode_721.508","N402Barcode_707.505","N402Barcode_716.506","N402Barcode_714.518","N402Barcode_720.516","N402Barcode_724.507","N402Barcode_720.506","N402Barcode_720.520","N402Barcode_701.518","N402Barcode_722.520","N402Barcode_723.508","N402Barcode_721.521","N402Barcode_715.511","N402Barcode_704.516","N402Barcode_724.520","N402Barcode_714.507","N402Barcode_726.507","N402Barcode_728.516","N402Barcode_723.516","N402Barcode_704.511","N402Barcode_715.507","N402Barcode_720.505","N402Barcode_711.522","N402Barcode_716.518","N402Barcode_721.513","N402Barcode_722.517","N402Barcode_705.511","N402Barcode_727.506","N402Barcode_719.506","N402Barcode_721.506","N402Barcode_720.515","N402Barcode_712.508","N402Barcode_711.511","N402Barcode_716.515","N402Barcode_721.518","N402Barcode_723.503","N402Barcode_705.520","N402Barcode_723.513","N402Barcode_710.510","N402Barcode_726.517","N402Barcode_724.506","N402Barcode_724.515","N402Barcode_706.516","N402Barcode_711.513","N402Barcode_716.522","N402Barcode_711.521","N402Barcode_706.521","N402Barcode_712.518","N402Barcode_705.517","N402Barcode_714.515","N402Barcode_712.503","N402Barcode_727.521","N402Barcode_704.522","N402Barcode_728.518","N402Barcode_718.518","N402Barcode_707.510","N402Barcode_716.511","N402Barcode_727.505","N402Barcode_712.502","N402Barcode_710.518","N402Barcode_724.518","N402Barcode_719.507","N402Barcode_710.520","N402Barcode_707.520","N402Barcode_706.520","N402Barcode_710.517","N402Barcode_701.506","N402Barcode_711.518","N402Barcode_704.517","N402Barcode_728.517","N402Barcode_706.505","N402Barcode_722.505","N402Barcode_718.517","N402Barcode_701.510","N402Barcode_704.520","N402Barcode_710.508","N402Barcode_723.511","N402Barcode_710.516","N402Barcode_703.513","N402Barcode_716.508","N402Barcode_716.502","N402Barcode_704.513","N402Barcode_716.521","N402Barcode_726.510","N402Barcode_712.520","N402Barcode_718.507","N402Barcode_716.503","N402Barcode_716.517","N402Barcode_718.510","N402Barcode_724.508","N402Barcode_720.510","N402Barcode_712.511","N402Barcode_719.511","N402Barcode_712.515","N402Barcode_712.505","N402Barcode_707.517","N402Barcode_721.511","N402Barcode_727.511","N402Barcode_723.505","N402Barcode_718.522","N402Barcode_721.515","N402Barcode_728.513","N402Barcode_701.502","N402Barcode_711.515","N402Barcode_719.520","N402Barcode_711.503","N402Barcode_711.517","N402Barcode_723.521","N402Barcode_719.505","N402Barcode_727.517","N402Barcode_724.517","N402Barcode_722.522","N402Barcode_712.517","N402Barcode_722.515","N402Barcode_728.511","N402Barcode_707.516","N402Barcode_706.507","N402Barcode_707.502","N402Barcode_719.521","N402Barcode_701.507","N402Barcode_721.502","N402Barcode_723.522","N402Barcode_701.522","N402Barcode_724.502","N402Barcode_711.505","N402Barcode_728.522","N402Barcode_705.516","N402Barcode_714.506","N402Barcode_718.506","N402Barcode_722.503","N402Barcode_702.506","N402Barcode_715.513","N402Barcode_703.502","N402Barcode_721.517","N402Barcode_715.520","N402Barcode_711.508","N402Barcode_701.516","N402Barcode_716.505","N402Barcode_707.508","N402Barcode_727.508","N402Barcode_702.516","N402Barcode_727.520","N402Barcode_718.511","N402Barcode_727.502","N402Barcode_727.515","N402Barcode_720.508","N402Barcode_707.507","N402Barcode_703.508","N402Barcode_723.518","N402Barcode_702.503","N402Barcode_727.510","N402Barcode_703.518","N402Barcode_712.522","N402Barcode_704.507","N402Barcode_712.510","N402Barcode_718.508","N402Barcode_726.518","N402Barcode_702.521","N402Barcode_704.502","N402Barcode_715.505","N402Barcode_718.502","N402Barcode_715.521","N402Barcode_701.520","N402Barcode_710.513","N402Barcode_711.520","N402Barcode_726.505","N402Barcode_705.513","N402Barcode_723.517","N402Barcode_722.506","N402Barcode_716.516","N402Barcode_706.515","N402Barcode_728.506","N402Barcode_724.511","N402Barcode_702.513","N402Barcode_727.503","N402Barcode_724.513","N402Barcode_712.516","N402Barcode_719.522","N402Barcode_715.502","N402Barcode_705.503","N402Barcode_716.513","N402Barcode_706.517","N402Barcode_722.507","N402Barcode_718.505","N402Barcode_727.516","N402Barcode_726.520","N402Barcode_701.513","N402Barcode_723.515","N402Barcode_715.506","N402Barcode_704.503","N402Barcode_724.522","N402Barcode_715.522","N402Barcode_716.520","N402Barcode_714.511","N402Barcode_702.518","N402Barcode_704.505","N402Barcode_719.502","N402Barcode_722.508","N402Barcode_714.522","N402Barcode_722.521","N402Barcode_724.503","N402Barcode_703.505","N402Barcode_702.517","N402Barcode_719.518","N402Barcode_726.502","N402Barcode_726.508","N402Barcode_721.507","N402Barcode_726.516","N402Barcode_703.517","N402Barcode_722.511","N402Barcode_706.518","N402Barcode_726.515","N402Barcode_704.521","N402Barcode_714.521","N402Barcode_727.518","N402Barcode_705.515","N402Barcode_720.511","N402Barcode_719.515","N402Barcode_710.502","N402Barcode_724.521","N402Barcode_706.502","N402Barcode_723.510","N402Barcode_702.522","N402Barcode_718.521","N402Barcode_702.502","N402Barcode_703.506","N402Barcode_706.508","N402Barcode_703.521","N402Barcode_721.505","N402Barcode_727.513","N402Barcode_726.506","N402Barcode_721.520","N402Barcode_729.513","N402Barcode_720.502","N402Barcode_707.513","N402Barcode_723.506","N402Barcode_706.513","N402Barcode_712.507","N402Barcode_714.513","N402Barcode_704.518","N402Barcode_707.522","N402Barcode_715.516","N402Barcode_721.522","N402Barcode_722.502","N402Barcode_703.515","N402Barcode_724.516","N402Barcode_715.517","N402Barcode_711.507","N402Barcode_723.520","N402Barcode_710.507","N402Barcode_710.503","N402Barcode_701.521","N402Barcode_711.510","N402Barcode_718.503","N402Barcode_706.506","N402Barcode_718.516","N402Barcode_714.503","N402Barcode_707.511","N402Barcode_728.502","N402Barcode_714.505","N402Barcode_728.515","N402Barcode_704.508","N402Barcode_719.516","N402Barcode_722.510","N402Barcode_710.505","N402Barcode_710.515","N402Barcode_722.518","N402Barcode_723.507","N402Barcode_705.518","N402Barcode_719.510","N402Barcode_714.508","N402Barcode_706.510"
"Smp-145130",0,0,0,0.57457788637297,0,0,0,0,0,0,2.22527384662937,0,0,0.879114882916094,0,0,0,0,0,0,1.90611561461176,0,0.185522021090649,0,0,0,0,1.2557359732994,0,0,0,0,0.395543321635588,0,0,0,0,0,0.515751461941749,0,0,0,0,0,0,0,0,0.394689148713008,0,0,0,1.01401852653157,0,0,0,0,0.482270396123879,0,0,0,0,0,0,0,0,0,0,0,0.0243524881493315,0,0.310936805255049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873375825415145,0,0,0.0350508225190616,0,0,0,0,0,0,0,0,0.814422755980121,2.61397764711822,0,0,0,0.696164721204653,1.81075431037645,0,0,0,0,1.18138080380808,0,0,0,0,0,0,0,0,0.672518141054918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4417459616761,0,0,0.359114164162066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55126542805846,0,0,0,0,0,0,0,0,0,1.31113826502152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019605354045046,0,0,0,0,0.689751204212288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09678954574079,0,0,0,0,0,0,0,0,0,1.54688668701218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846788899029915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09936700746567,0,0,0,0,0.039911161719691,0,0,0,0,0,0,0,0,0,0.76895140423817,0,0,0.782776769950027,0,0,0,0.616170653367316,0,0,0,0,0,0,0.997797161136706,0,0,0,0,0,0,0,0,0.401553389970577,0.662979220301905,0,0,0.601018393690802,0,0,0,0,0.98877500314863,0,0,0,0,0,0,0,0,0,0.0276343009063423,0,0,0,0,0,0.581880681080016,1.14854430670485,0,0,0,0,0,0,0,0.0697137866404114,0,0,0,0,1.78145764702983
"Smp-200240",1.6356218366521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34105934193672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40277286768615,0,0,0,0,0,0,0,0,0,0,0,0,1.21781395404373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35312936045429,0,0,0,0.32119606623762,0,0,0,1.08624423632046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92138425804285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40273729828746,0,0,0,1.23475142790821,0,0,0,0,0,0,0,1.44992812338809,0,0,0,1.41773271555709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213390216608051,0,0,0,0,0,0,0,0.69374910387064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65791234523242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smp-197790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253912503129676,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09628172768419,0,0,0,0,0,0.196194940898288,0,0,0,0,0,0,0,0.555779977007662,0,0.468426179415136,0,1.22425381688233,0,0,0,0,0,0.870526645308131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405453433838119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50616019181184,0,0,0,0,0,0,0,0,0,0,1.47490627024083,1.28290421799846,0,0,0,0,0,0.791862908982416,0,0,0,0,0.881038785789178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765698001693667,0,0,0,0,0,0,0,0,0,0,0,0.152685357793345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66412495295473,0,0.646185331383662,0,0,0,0,0,0,0,0,0,0,0,0.818028278588319,0,0,0,0,0.140610558460134,0,2.05938692915381,0,0,0,0,0,0,0,0,0,0,0,0,0.709257224147178,0.624209922294519,0,0,0,0,0,0,1.55320697784167,0,0,0,0,0,0,0,0,0,0,1.18504129981094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277283205642637,0,0,0,0,0,0,0,0,0,0.615906710510604,0,0,0,0,0,2.05017917978957,0,0,0,0,0,0,0,0,0,0,0,1.17028760221773,0,1.07209929629586,0,0,1.21631182128455,0,0,0,0,0,0,0,0,0,0,0,0.683160377688225,0,0,0,0,0,0,0,0,0,0.364546195970709,0,0,1.33698970281927,0,0,0,0,0,0,0
"Smp-036950",0,0.420271024437218,0,0,0,2.16753482939225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223493686566855,0.0187793801632182,2.04610046666077,0,0.385608232344123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04103791260959,0,0,0,0,0,0,0,0,1.39517927710287,0.4752551168303,0.142891285219537,0,0,0,0,1.07912434455013,1.21016523190094,0,0,1.98521687912281,0,0,0,0,0,0,0,0,0,0,0,0.51920331080324,1.69247051928297,0,0,0,0,0,0,0,0,0,0,0,0.0302099632097471,0,0,0.0819294636694002,1.32374673815136,0,0,0,0,0,0,0,0,0,0,0,0.944495227565306,0,0,0.0368597057732414,0,0,0.0216647932026087,0,0,0,0,0,0,0,0,0,0,1.63705035924292,0.551923556834263,0,0,0,0,0,0,0.0158909994434478,1.51180217592677,0.489333747313189,0,0,0,0,0,0,0,0,0,0.161461278562058,0,0,0,0,0,0,0,0,1.95092397367052,0,0,0,0,0,0.375534848334576,0,0,1.789872451772,0.326494050253464,0,0,0,0,0,0,0,0,0,0,0,0,0.82215348483366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641817668948019,0.245673124326955,0,0,0,0,0,0,1.49347207215748,0,1.23567601296527,0,0.599947758137038,0,0,0,0,0,0,1.4165342830495,0,0,0,0,0,0,0,0,1.36211747741235,0.0222564276168565,0,0,0,1.19930194581648,0,0,0,0,0,0,0,0,0,0,2.39819919570527,0,0,0,0,0.854005157243866,0,0,0,0,1.77590000902629,0,0.190287829202869,0,0.0866631575791289,0.0204033326797011,0,0,0,0,0,0,0,0,0,1.45460037546545,0,0.0186416189686611,0,0,0,0,0,0,0,0,0,0,0,1.32114270618553,0,0,0,0,1.88225512124261,0,0,0,0,2.04496874644852,0,0,0,0,0,0.200711885717021,0,0,2.14120795294126,0,0,0,0,0,0,0,0.0692437203682042,0.0278440014517247,0,0,0,1.7828487692642,0,2.04735168234009,0,0,0,0.065404948219291,0,0,0,0,0,0,0,0,1.88125371238726,0,0,0,0,0,0,0,0,0,0,0,0.17086375558854,0,0,0,0,0.0209788576678593,1.34546670564049,0
"Smp-174980",0,0,0,0,0,0,0,0,1.12818164909465,0,0,0,0,0,0,0,0,0,0,0.101012843572107,0,1.92385333517147,0.370716234385273,0,0,0,0,0.0314020896049735,0,0,1.86138868965154,0,0.137994848244708,0,0,0,0,0,0,0,0,0,0.757092841150475,0,1.74790232154631,0,0,0,0,0.878442732728641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55984668785,0,0,0,0,0,0,0,0,0,0,0,0.415696212812467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10352678638316,0,0,1.49616339976766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104058564937587,0,0,0,0,0,0,0,0,0,0,1.01299940279188,0,0,0,0,0,0.0819133668250967,0,0,0,0,0,0,0,1.54070093356523,0,0,0,0,0,0,0.645938233338768,0,0,0,0,0,0,0,1.56590563821046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154245561498589,0,0,0.444865730202776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23181414121114,0,0,1.52948728551018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677606939114864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45918177857344,0,0,0,0,1.21514513902134,0,0,0,0,0,0,0,0
"Smp-049240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16301380199902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75457812248152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867972124127096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24004120754025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125999888491617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26179179962422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756297380766211,0,0,0,0,1.17368769446681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48159679770545,0,0,0,1.89187662110078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04690139166807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252500568545704,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07094316773467,0,0,0,0,0,0,0,0,0,0
"Smp-153730",0,0,1.11375170385999,0,2.23839044947364,1.185242838915,0,0,0,0,0,0,0,0,0.732054681206516,0,0,0.0322851139107554,0,2.32024135672155,2.6543821326777,1.57801618538391,0,0.033400145863749,0,0,0,0,0,1.94423577091311,0,0,0,0,0,0,0,0,0,0,2.19870587234683,0.0647625977490781,0,2.41991494419282,0,0,0.548994275892955,0,0,1.83672074557307,0,1.9725706408309,0,0,2.78648188930389,0,0,0.294677810512524,0.363321532973028,2.20848195846343,2.07630855247782,0,0,0,0,0,0,0,2.34243222498712,0,0,0,0,0,0,2.27314901327287,2.38178598775934,0,0,0,0,0.627290704798156,0,0,0,0,2.0627880037337,0,0,0,0,0,0,0,1.82379726692761,0,0,2.48959230494816,0,2.58256033596744,0,0,0,0,0,0,0,0,0.486160427836792,0,0,0,0,0,0,0,0,0,1.9613727247605,0,0,0,2.10997737350942,0,0,0,1.81608830948055,0,0,1.72923487929478,2.50821075085761,0,1.23862054680336,0.0597167609322886,0,2.34946041606744,0,0,0,0,0,0,3.14606804370509,0,0,0,0,0,0,2.02076944867897,0,0,0,0,0,0,0,0,2.26316714659547,0,0,2.22971197861707,0,0,1.22342964684514,0,0.0279436444211928,1.49689046342561,0,0,0.410021522797518,0,0,0.14795137955301,0,0,0,0.796467725639346,2.53878228874697,0,0,0.916110792076018,0,1.90383450759442,0,1.3130420726079,2.6446005638985,1.5752952185165,0,0,0,0,2.12874628582564,0.483501474147494,0,2.53063715702571,0,0,0,0,1.7990314612475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40506304825129,0,0,2.77198135033331,0,0,0,0,0,2.16054097254513,0.0496689525978952,0,0,1.68235821187957,0,0,0,0.0280612750701737,0,0,0,0,0,0,0,0.0271563516375245,0,0,0,1.01304832585729,0,0,0,0.0651163950308942,0,0,0,1.59102350109214,0,1.58320375303671,0,0,2.30502842450476,0,0,2.63021855535798,0.033784727486454,0,0,2.92224959617749,0,0,0,0,0,0,0,0,0.0645499836635024,2.04661956824306,0,0,0,0,0,0,0,0,2.38736252300877,0,0,0,2.17455189129002,0,2.51895862012265,0.0734053816916352,0,0,1.65055615720987,0,0,1.51066231232861,0,0.21231830996765,2.27797300692021,0,2.08439734363193,0,0,0,0,0,2.55421653391863,0,0,2.17928727144853,0,1.87279192247044,0,1.80042193352054,0,2.0230462477441,0,0,0,0,0,0,0,0,0,0,0,0,0.0281387101830397,0,0,0,0,2.65190935806026,0.88945916868137
"Smp-179890",0,0,0,0,0,0,0,0,0,0,0,0,1.16534507532987,0,0,0,0,1.9025701362321,0,0,0,0,0.0188953935802457,1.82824007658862,0,0,0,0,0.965031130620735,1.65281172968172,0,0,0,0,2.25981957458521,0,0,0,0.0178830653311236,0,0,0,0,0,0,0,0,0.579368122701244,0,0,0,0,0,0,0,0,2.26240701173307,1.28032685266388,0,0,0,0,2.08018406129654,0,0,0,0,0,0.121490829726965,0.551981905976373,0,0,0,0,1.27688051153878,0.0183972976062953,0,0.0319121525511922,0,0,0,0,0,0,0,0.250153070932032,0,2.34231549605406,0,0,0,2.01500452113665,0,1.96923674476437,0,0,0,1.09390038909032,0,0,0.0184978028337037,0,0,0,0.070765060127723,0,0,0,0,0,0,0,0.0160572221421602,0,0,0,0,0,0,0,0,0.0780336965427723,0,0,1.70700996698461,0,2.1408533599268,0,0,0,0,0,0,0,0,1.8494407124105,0,0,0,0,0.755649609481832,0,0,0,0,0.0982376941775236,0,0,0,0.894189609414681,0,0,2.40338720359321,0,0,0,0,1.40288502554053,0,0,0.027517290521269,0,0,0,1.07821898563707,1.9788879439749,0,1.39455999396983,0,0,1.10658864908526,0,2.14244861578899,0,0,0,0,0,0,0,0,0,0,0,2.19694225225583,0,0,0,0,1.01381574947518,0,2.29053686480728,0,0.0315591098645085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668254316753,0,0,0,0,0,0,0,0.0131637055490108,0,0,1.92249885480867,0,0,0,0,0,0,1.82196019063532,0,0,0,0,0,0,2.20137281129217,0,0.104792669284435,0,0,0.0160350927478507,0,1.95959890956873,1.45014296032995,0,2.34650425775922,0,0,0,0,0,0,0.491882696118789,0,0,0,0.406240906166083,0,0,0,0,0,0,0,0,0,0,2.54770732893558,0,0,0,1.35208563528627,0,0,1.7004501317848,0.929974886501467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161028640359837,0,0,1.85575398772663,0,0,0,0,1.9644407676754,0,1.83436743482727,0.3022689889726,0,0,1.81608730927748,1.40621236608058,0,0,0,0,2.32860268145437,2.18262129986681,0,0,0,0,0,0.361830656642401,0,0,0,0,0,0,0,0,1.00885219304518,0.49076081243614,0,1.14035963093096,0,0,0.492452976435179,0
"Smp-043580",0.23669131082046,0,0,0,2.43173716663721,0,0,0,0,0,0,1.94182827984261,0,0,0,1.1080762071872,0,0,2.00819749158368,0,0,0,2.01213102130315,0,1.90960310470097,0,2.33854066723428,0,0,1.62312797403655,0,0,1.48608148240582,0,0,0,0,1.80123373481216,0,0,0,0,0,0,2.39787552205287,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4923461227783,0,0,0,2.29257808021953,0,0,2.27933831852336,0,0,1.62328991333551,0,0,0,0,0,0,0.04599212163004,1.45468042463085,0,0,0,0,1.31038386671132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4779309891795,0.033829824426828,0,1.97242980712596,0,0,1.61611865329679,0,0,0,0,0,1.27522010559369,0,0,0,0,0,0,0,1.08709549087918,1.81843857263695,0,2.30755016647629,0,0,0,0,2.40473047042022,0,0,1.89751723547888,0,0,0,0,3.15271105538149,0,0,0,0,0,0,1.60653504700251,0,0,0,1.87683195723466,0,0,0,1.42741993699014,0,0,0,0,0,2.17186701391544,0,1.21521057388775,0,0,0,0,2.06844169481733,0.0409135175898081,0,0,0,1.88443292441682,0,1.77981105943088,0,0,0,0,1.3506854237358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74131436451456,0,0,0,0,0,1.76564312831013,0,0,0,0,0,0,2.22941766547218,0,0,0,0,0,0,1.92136845445914,0,0,0,0,0,0,0,0,0,0,1.63525527996461,2.40072051077989,0,2.0904504969913,0,0,0.885752309704331,0,0,0,0,0.868405059466891,0,0,0,1.77167499113595,2.23205136928308,0,0,0,1.67726153252341,0,0,0,0,0,0,0,0,1.16638503406455,0,1.10618051590285,0,0,0,2.52445760488542,2.37650484028716,0,0,0,1.94617405851791,2.02729331627727,2.53870768536594,2.42599477246467,0,0,0,0,0,0,0,1.93615778899144,0,0,0,0,0,0,0,1.99820978984086,0,0,0,0.281159372549039,0,0,0,0,0.069124127350037,0,1.38700668436924,0,0.761654684079891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19012324400636,0,0,0,0,0.0384225822974744,0,0,0,0.724095127686103,0,0
"Smp-080740",0,0,0,0,0.363872408686146,0,0,0,0,0,0,2.25266341099615,0,0.155485815623319,0,0,0,0,0.366571036934969,0,0,0,0,0,0,0,0.32163409957821,0,0,0,0,0.0683983538344537,0,0,0,0,0,0,0,0,0.311633605316267,0,0,0,0,0,0,0.0652425669009306,0,0.269507596933036,0,0,1.1437633730692,0,0,0,0,0.188299353858979,0,0.893208658256744,0.325578717751277,0,0,0.269270191031153,0.769823819223456,0,0,0,0.0792027756527209,0,0,0,0,0.770995227729264,0,0,0,0,0.6595678713297,0,0,0,0.605483236641063,0,0,0,0.302614410960965,0,0,0,0,0,0,1.03068123041247,0,0,0.252336446001322,0,0,0,0,0,0.358458530507957,0,0,0,0,0,0,0,0,0,0,0,0,1.99686313480248,0.964143387386563,0,0,0,0,0,1.39291489692625,0,0,0,0,0,0,0,0.756229150963661,0,0,0,0,0,0,0,0,0,0.070533441405542,0,0,0,0,0,2.27182924470775,0,0,1.16977308064269,0,0,0,0,0,0,0,0,0,0.241048876103803,0,0,0.0924148869393569,0.344222705846812,0,0,0,1.34987903904141,0,0,0,1.76050490050803,0,0.414872994237101,0.405579911978529,0,1.57534911378057,0,0,0,0,0.0758846030110032,0,0,0,0,0,0,0,0,0,1.19502719077234,0,0,0,0,0,0,0,0,0,0,0,0.186150025763926,0,0,1.31871898969672,0,0,0,0,0,0,0,0,0,0,0,0,0.480898098970718,0,0,0,0,0,0,0,0.220185316208044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396607993890532,0,0,0,0,0,0,0.833521776524826,0.491948982615345,0,0.0656289758101586,0.973536826907107,0,0,0,0.938842278994011,0,0,0,0,0,0,0.0778896850057493,0,0,0,0,0,0,0,0,0,0,0,0.0571456938375958,0,0,0,0,0,0,0.115072093617663,0,0,0,1.86709818213833,0.699685526919217,0,0,0,0.952780697619677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04289293406663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870220561818211,0,0,0,0,0,0,0,0,0
