,Found,Truth
human2_lib1.final_cell_0293,0,beta
human2_lib1.final_cell_0296,0,beta
human2_lib1.final_cell_0298,0,beta
human2_lib1.final_cell_0304,0,beta
human2_lib1.final_cell_0318,0,beta
human2_lib1.final_cell_0324,0,beta
human2_lib1.final_cell_0325,0,beta
human2_lib1.final_cell_0326,0,beta
human2_lib1.final_cell_0332,0,beta
human2_lib1.final_cell_0333,0,beta
human2_lib1.final_cell_0354,0,beta
human2_lib1.final_cell_0366,0,beta
human2_lib1.final_cell_0368,0,beta
human2_lib1.final_cell_0379,0,beta
human2_lib1.final_cell_0382,0,beta
human2_lib1.final_cell_0388,0,beta
human2_lib1.final_cell_0390,0,beta
human2_lib1.final_cell_0393,0,beta
human2_lib1.final_cell_0405,0,beta
human2_lib1.final_cell_0421,0,beta
human2_lib1.final_cell_0430,0,beta
human2_lib1.final_cell_0436,0,beta
human2_lib1.final_cell_0449,0,beta
human2_lib1.final_cell_0463,0,beta
human2_lib1.final_cell_0466,0,beta
human2_lib1.final_cell_0474,0,beta
human2_lib1.final_cell_0475,0,beta
human2_lib1.final_cell_0483,0,beta
human2_lib1.final_cell_0484,0,beta
human2_lib1.final_cell_0487,0,beta
human2_lib1.final_cell_0488,0,beta
human2_lib1.final_cell_0497,0,beta
human2_lib1.final_cell_0513,0,beta
human2_lib1.final_cell_0514,0,beta
human2_lib1.final_cell_0515,0,beta
human2_lib1.final_cell_0516,0,beta
human2_lib1.final_cell_0522,0,beta
human2_lib1.final_cell_0527,0,beta
human2_lib1.final_cell_0530,0,beta
human2_lib1.final_cell_0532,0,beta
human2_lib1.final_cell_0538,0,beta
human2_lib1.final_cell_0540,0,beta
human2_lib1.final_cell_0542,0,beta
human2_lib1.final_cell_0543,0,beta
human2_lib1.final_cell_0548,0,beta
human2_lib1.final_cell_0556,0,beta
human2_lib2.final_cell_0013,0,beta
human2_lib2.final_cell_0022,0,beta
human2_lib2.final_cell_0025,0,beta
human2_lib2.final_cell_0031,0,beta
human2_lib2.final_cell_0037,0,beta
human2_lib2.final_cell_0040,0,beta
human2_lib2.final_cell_0042,0,beta
human2_lib2.final_cell_0046,0,beta
human2_lib2.final_cell_0048,0,beta
human2_lib2.final_cell_0049,0,beta
human2_lib2.final_cell_0054,0,beta
human2_lib2.final_cell_0056,0,beta
human2_lib2.final_cell_0057,0,beta
human2_lib2.final_cell_0058,0,beta
human2_lib2.final_cell_0061,0,beta
human2_lib2.final_cell_0062,0,beta
human2_lib2.final_cell_0064,0,beta
human2_lib2.final_cell_0065,0,beta
human2_lib2.final_cell_0066,0,beta
human2_lib2.final_cell_0068,0,beta
human2_lib2.final_cell_0070,0,beta
human2_lib2.final_cell_0072,0,beta
human2_lib2.final_cell_0073,0,beta
human2_lib2.final_cell_0077,0,beta
human2_lib2.final_cell_0083,0,beta
human2_lib2.final_cell_0084,0,beta
human2_lib2.final_cell_0086,0,beta
human2_lib2.final_cell_0087,0,beta
human2_lib2.final_cell_0089,0,beta
human2_lib2.final_cell_0091,0,beta
human2_lib2.final_cell_0094,0,beta
human2_lib2.final_cell_0097,0,beta
human2_lib2.final_cell_0105,0,beta
human2_lib2.final_cell_0108,0,beta
human2_lib2.final_cell_0113,0,beta
human2_lib2.final_cell_0117,0,beta
human2_lib2.final_cell_0118,0,beta
human2_lib2.final_cell_0122,0,beta
human2_lib2.final_cell_0123,0,beta
human2_lib2.final_cell_0125,0,beta
human2_lib2.final_cell_0126,0,beta
human2_lib2.final_cell_0130,0,beta
human2_lib2.final_cell_0131,0,beta
human2_lib2.final_cell_0133,0,beta
human2_lib2.final_cell_0135,0,beta
human2_lib2.final_cell_0137,0,beta
human2_lib2.final_cell_0141,0,beta
human2_lib2.final_cell_0142,0,beta
human2_lib2.final_cell_0147,0,beta
human2_lib2.final_cell_0160,0,beta
human2_lib2.final_cell_0174,0,beta
human2_lib2.final_cell_0175,0,beta
human2_lib2.final_cell_0182,0,beta
human2_lib2.final_cell_0186,0,beta
human2_lib2.final_cell_0192,0,beta
human2_lib2.final_cell_0195,0,beta
human2_lib2.final_cell_0196,0,beta
human2_lib2.final_cell_0198,0,beta
human2_lib2.final_cell_0203,0,beta
human2_lib2.final_cell_0204,0,beta
human2_lib2.final_cell_0213,0,beta
human2_lib2.final_cell_0219,0,beta
human2_lib2.final_cell_0223,0,beta
human2_lib2.final_cell_0229,0,beta
human2_lib2.final_cell_0230,0,beta
human2_lib2.final_cell_0231,0,beta
human2_lib2.final_cell_0232,0,beta
human2_lib2.final_cell_0238,0,beta
human2_lib2.final_cell_0239,0,beta
human2_lib2.final_cell_0241,0,beta
human2_lib2.final_cell_0246,0,beta
human2_lib2.final_cell_0248,0,beta
human2_lib2.final_cell_0250,0,beta
human2_lib2.final_cell_0252,0,beta
human2_lib2.final_cell_0253,0,beta
human2_lib2.final_cell_0254,0,beta
human2_lib2.final_cell_0255,0,beta
human2_lib2.final_cell_0258,0,beta
human2_lib2.final_cell_0262,0,beta
human2_lib2.final_cell_0264,0,beta
human2_lib2.final_cell_0265,0,beta
human2_lib2.final_cell_0269,0,beta
human2_lib2.final_cell_0271,0,beta
human2_lib2.final_cell_0275,0,beta
human2_lib2.final_cell_0278,0,beta
human2_lib2.final_cell_0284,0,beta
human2_lib2.final_cell_0285,0,beta
human2_lib2.final_cell_0286,0,beta
human2_lib2.final_cell_0320,0,beta
human2_lib2.final_cell_0321,0,beta
human2_lib2.final_cell_0325,0,beta
human2_lib2.final_cell_0327,0,beta
human2_lib2.final_cell_0328,0,beta
human2_lib2.final_cell_0332,0,beta
human2_lib2.final_cell_0334,0,beta
human2_lib2.final_cell_0336,0,beta
human2_lib2.final_cell_0338,0,beta
human2_lib2.final_cell_0343,0,beta
human2_lib2.final_cell_0344,0,beta
human2_lib2.final_cell_0345,0,beta
human2_lib2.final_cell_0357,0,beta
human2_lib2.final_cell_0359,0,beta
human2_lib2.final_cell_0366,0,beta
human2_lib2.final_cell_0370,0,beta
human2_lib2.final_cell_0392,0,beta
human2_lib2.final_cell_0397,0,beta
human2_lib2.final_cell_0398,0,beta
human2_lib2.final_cell_0399,0,beta
human2_lib2.final_cell_0409,0,beta
human2_lib2.final_cell_0411,0,beta
human2_lib2.final_cell_0413,0,beta
human2_lib2.final_cell_0416,0,beta
human2_lib2.final_cell_0421,0,beta
human2_lib2.final_cell_0431,0,beta
human2_lib2.final_cell_0432,0,beta
human2_lib2.final_cell_0435,0,beta
human2_lib2.final_cell_0439,0,beta
human2_lib2.final_cell_0440,0,beta
human2_lib2.final_cell_0454,0,beta
human2_lib2.final_cell_0458,0,beta
human2_lib2.final_cell_0459,0,beta
human2_lib2.final_cell_0465,0,beta
human2_lib2.final_cell_0467,0,beta
human2_lib2.final_cell_0469,0,beta
human2_lib2.final_cell_0475,0,beta
human2_lib2.final_cell_0483,0,beta
human2_lib2.final_cell_0485,0,beta
human2_lib2.final_cell_0496,0,beta
human2_lib2.final_cell_0507,0,beta
human2_lib2.final_cell_0508,0,beta
human2_lib2.final_cell_0509,0,beta
human2_lib2.final_cell_0511,0,beta
human2_lib2.final_cell_0513,0,beta
human2_lib2.final_cell_0519,0,beta
human2_lib2.final_cell_0521,0,beta
human2_lib2.final_cell_0544,0,beta
human2_lib2.final_cell_0546,0,beta
human2_lib2.final_cell_0560,0,beta
human2_lib2.final_cell_0569,0,beta
human2_lib2.final_cell_0570,0,beta
human2_lib2.final_cell_0575,0,beta
human2_lib2.final_cell_0576,0,beta
human2_lib2.final_cell_0584,0,beta
human2_lib2.final_cell_0586,0,beta
human2_lib2.final_cell_0587,0,beta
human2_lib2.final_cell_0588,0,beta
human2_lib2.final_cell_0589,0,beta
human2_lib2.final_cell_0591,0,beta
human2_lib2.final_cell_0592,0,beta
human2_lib2.final_cell_0594,0,beta
human2_lib2.final_cell_0597,0,beta
human2_lib3.final_cell_0001,0,beta
human2_lib3.final_cell_0004,0,beta
human2_lib3.final_cell_0007,0,beta
human2_lib3.final_cell_0022,0,beta
human2_lib3.final_cell_0025,0,beta
human2_lib3.final_cell_0035,0,beta
human2_lib3.final_cell_0049,0,beta
human2_lib3.final_cell_0050,0,beta
human2_lib3.final_cell_0053,0,beta
human2_lib3.final_cell_0060,0,beta
human2_lib3.final_cell_0068,0,beta
human2_lib3.final_cell_0079,0,beta
human2_lib3.final_cell_0089,0,beta
human2_lib3.final_cell_0093,0,beta
human2_lib3.final_cell_0096,0,beta
human2_lib3.final_cell_0106,0,beta
human2_lib3.final_cell_0107,0,beta
human2_lib3.final_cell_0109,0,beta
human2_lib3.final_cell_0110,0,beta
human2_lib3.final_cell_0120,0,beta
human2_lib3.final_cell_0121,0,beta
human2_lib3.final_cell_0126,0,beta
human2_lib3.final_cell_0132,0,beta
human2_lib3.final_cell_0133,0,beta
human2_lib3.final_cell_0134,0,beta
human2_lib3.final_cell_0136,0,beta
human2_lib3.final_cell_0141,0,beta
human2_lib3.final_cell_0145,0,beta
human2_lib3.final_cell_0151,0,beta
human2_lib3.final_cell_0160,0,beta
human2_lib3.final_cell_0165,0,beta
human2_lib3.final_cell_0179,0,beta
human2_lib3.final_cell_0185,0,beta
human2_lib3.final_cell_0195,0,beta
human2_lib3.final_cell_0197,0,beta
human2_lib3.final_cell_0200,0,beta
human2_lib3.final_cell_0211,0,beta
human2_lib3.final_cell_0215,0,beta
human2_lib3.final_cell_0220,0,beta
human2_lib3.final_cell_0234,0,beta
human2_lib3.final_cell_0235,0,beta
human2_lib3.final_cell_0244,0,beta
human2_lib3.final_cell_0246,0,beta
human2_lib3.final_cell_0248,0,beta
human2_lib3.final_cell_0253,0,beta
human2_lib3.final_cell_0256,0,beta
human2_lib3.final_cell_0257,0,beta
human2_lib3.final_cell_0261,0,beta
human2_lib3.final_cell_0266,0,beta
human2_lib3.final_cell_0270,0,beta
human2_lib3.final_cell_0272,0,beta
human2_lib3.final_cell_0275,0,beta
human2_lib3.final_cell_0284,0,beta
human2_lib3.final_cell_0290,0,beta
human2_lib3.final_cell_0291,0,beta
human2_lib3.final_cell_0293,0,beta
human2_lib3.final_cell_0300,0,beta
human2_lib3.final_cell_0301,0,beta
human2_lib3.final_cell_0303,0,beta
human2_lib3.final_cell_0307,0,beta
human2_lib3.final_cell_0313,0,beta
human2_lib3.final_cell_0320,0,beta
human2_lib3.final_cell_0322,0,beta
human2_lib3.final_cell_0324,0,beta
human2_lib3.final_cell_0334,0,beta
human2_lib3.final_cell_0355,0,beta
human2_lib3.final_cell_0360,0,beta
human2_lib3.final_cell_0366,0,beta
human2_lib3.final_cell_0374,0,beta
human2_lib3.final_cell_0376,0,beta
human2_lib3.final_cell_0387,0,beta
human2_lib3.final_cell_0394,0,beta
human2_lib3.final_cell_0397,0,beta
human2_lib3.final_cell_0402,0,beta
human2_lib3.final_cell_0405,0,beta
human2_lib3.final_cell_0413,0,beta
human2_lib3.final_cell_0414,0,beta
human2_lib3.final_cell_0430,0,beta
human2_lib3.final_cell_0431,0,beta
human2_lib3.final_cell_0433,0,beta
human2_lib3.final_cell_0436,0,beta
human2_lib3.final_cell_0437,0,beta
human2_lib3.final_cell_0446,0,beta
human2_lib3.final_cell_0447,0,beta
human2_lib3.final_cell_0451,0,beta
human2_lib3.final_cell_0459,0,beta
human2_lib3.final_cell_0463,0,beta
human2_lib3.final_cell_0465,0,beta
human2_lib3.final_cell_0466,0,beta
human2_lib3.final_cell_0475,0,beta
human2_lib3.final_cell_0479,0,beta
human2_lib3.final_cell_0481,0,beta
human2_lib3.final_cell_0484,0,beta
human2_lib3.final_cell_0495,0,beta
human2_lib3.final_cell_0502,0,beta
human2_lib3.final_cell_0508,0,beta
human2_lib3.final_cell_0511,0,beta
human2_lib3.final_cell_0515,0,beta
human2_lib3.final_cell_0519,0,beta
human2_lib3.final_cell_0521,0,beta
human2_lib3.final_cell_0522,0,beta
human2_lib3.final_cell_0524,0,beta
human2_lib3.final_cell_0534,0,beta
human2_lib3.final_cell_0542,0,beta
human2_lib3.final_cell_0543,0,beta
human2_lib3.final_cell_0550,0,beta
human2_lib3.final_cell_0554,0,beta
human2_lib3.final_cell_0555,0,beta
human2_lib3.final_cell_0557,0,beta
human2_lib3.final_cell_0560,0,beta
human2_lib3.final_cell_0099,0,quiescent_stellate
human2_lib2.final_cell_0582,0,t_cell
human2_lib2.final_cell_0154,1,acinar
human2_lib3.final_cell_0066,1,acinar
human2_lib3.final_cell_0194,1,acinar
human2_lib3.final_cell_0319,1,beta
human2_lib1.final_cell_0010,1,ductal
human2_lib1.final_cell_0018,1,ductal
human2_lib1.final_cell_0021,1,ductal
human2_lib1.final_cell_0025,1,ductal
human2_lib1.final_cell_0028,1,ductal
human2_lib1.final_cell_0029,1,ductal
human2_lib1.final_cell_0030,1,ductal
human2_lib1.final_cell_0032,1,ductal
human2_lib1.final_cell_0038,1,ductal
human2_lib1.final_cell_0043,1,ductal
human2_lib1.final_cell_0049,1,ductal
human2_lib1.final_cell_0051,1,ductal
human2_lib1.final_cell_0067,1,ductal
human2_lib1.final_cell_0069,1,ductal
human2_lib1.final_cell_0071,1,ductal
human2_lib1.final_cell_0074,1,ductal
human2_lib1.final_cell_0078,1,ductal
human2_lib1.final_cell_0082,1,ductal
human2_lib1.final_cell_0083,1,ductal
human2_lib1.final_cell_0086,1,ductal
human2_lib1.final_cell_0094,1,ductal
human2_lib1.final_cell_0098,1,ductal
human2_lib1.final_cell_0112,1,ductal
human2_lib1.final_cell_0113,1,ductal
human2_lib1.final_cell_0117,1,ductal
human2_lib1.final_cell_0121,1,ductal
human2_lib1.final_cell_0125,1,ductal
human2_lib1.final_cell_0129,1,ductal
human2_lib1.final_cell_0134,1,ductal
human2_lib1.final_cell_0136,1,ductal
human2_lib1.final_cell_0138,1,ductal
human2_lib1.final_cell_0151,1,ductal
human2_lib1.final_cell_0155,1,ductal
human2_lib1.final_cell_0159,1,ductal
human2_lib1.final_cell_0160,1,ductal
human2_lib1.final_cell_0177,1,ductal
human2_lib1.final_cell_0181,1,ductal
human2_lib1.final_cell_0186,1,ductal
human2_lib1.final_cell_0190,1,ductal
human2_lib1.final_cell_0192,1,ductal
human2_lib1.final_cell_0194,1,ductal
human2_lib1.final_cell_0205,1,ductal
human2_lib1.final_cell_0213,1,ductal
human2_lib1.final_cell_0232,1,ductal
human2_lib1.final_cell_0251,1,ductal
human2_lib1.final_cell_0256,1,ductal
human2_lib1.final_cell_0257,1,ductal
human2_lib1.final_cell_0261,1,ductal
human2_lib1.final_cell_0263,1,ductal
human2_lib1.final_cell_0276,1,ductal
human2_lib1.final_cell_0281,1,ductal
human2_lib1.final_cell_0284,1,ductal
human2_lib1.final_cell_0297,1,ductal
human2_lib1.final_cell_0303,1,ductal
human2_lib1.final_cell_0307,1,ductal
human2_lib1.final_cell_0309,1,ductal
human2_lib1.final_cell_0313,1,ductal
human2_lib1.final_cell_0314,1,ductal
human2_lib1.final_cell_0317,1,ductal
human2_lib1.final_cell_0319,1,ductal
human2_lib1.final_cell_0321,1,ductal
human2_lib1.final_cell_0323,1,ductal
human2_lib1.final_cell_0327,1,ductal
human2_lib1.final_cell_0328,1,ductal
human2_lib1.final_cell_0341,1,ductal
human2_lib1.final_cell_0344,1,ductal
human2_lib1.final_cell_0346,1,ductal
human2_lib1.final_cell_0347,1,ductal
human2_lib1.final_cell_0348,1,ductal
human2_lib1.final_cell_0351,1,ductal
human2_lib1.final_cell_0358,1,ductal
human2_lib1.final_cell_0362,1,ductal
human2_lib1.final_cell_0373,1,ductal
human2_lib1.final_cell_0380,1,ductal
human2_lib1.final_cell_0381,1,ductal
human2_lib1.final_cell_0391,1,ductal
human2_lib1.final_cell_0395,1,ductal
human2_lib1.final_cell_0396,1,ductal
human2_lib1.final_cell_0403,1,ductal
human2_lib1.final_cell_0411,1,ductal
human2_lib1.final_cell_0423,1,ductal
human2_lib1.final_cell_0426,1,ductal
human2_lib1.final_cell_0431,1,ductal
human2_lib1.final_cell_0434,1,ductal
human2_lib1.final_cell_0438,1,ductal
human2_lib1.final_cell_0446,1,ductal
human2_lib1.final_cell_0450,1,ductal
human2_lib1.final_cell_0456,1,ductal
human2_lib1.final_cell_0467,1,ductal
human2_lib1.final_cell_0473,1,ductal
human2_lib1.final_cell_0479,1,ductal
human2_lib1.final_cell_0490,1,ductal
human2_lib1.final_cell_0511,1,ductal
human2_lib1.final_cell_0517,1,ductal
human2_lib1.final_cell_0520,1,ductal
human2_lib1.final_cell_0524,1,ductal
human2_lib1.final_cell_0533,1,ductal
human2_lib1.final_cell_0534,1,ductal
human2_lib1.final_cell_0535,1,ductal
human2_lib1.final_cell_0536,1,ductal
human2_lib1.final_cell_0539,1,ductal
human2_lib1.final_cell_0546,1,ductal
human2_lib1.final_cell_0547,1,ductal
human2_lib1.final_cell_0550,1,ductal
human2_lib1.final_cell_0553,1,ductal
human2_lib1.final_cell_0555,1,ductal
human2_lib1.final_cell_0558,1,ductal
human2_lib2.final_cell_0007,1,ductal
human2_lib2.final_cell_0015,1,ductal
human2_lib2.final_cell_0016,1,ductal
human2_lib2.final_cell_0017,1,ductal
human2_lib2.final_cell_0018,1,ductal
human2_lib2.final_cell_0024,1,ductal
human2_lib2.final_cell_0030,1,ductal
human2_lib2.final_cell_0032,1,ductal
human2_lib2.final_cell_0035,1,ductal
human2_lib2.final_cell_0036,1,ductal
human2_lib2.final_cell_0043,1,ductal
human2_lib2.final_cell_0044,1,ductal
human2_lib2.final_cell_0045,1,ductal
human2_lib2.final_cell_0050,1,ductal
human2_lib2.final_cell_0052,1,ductal
human2_lib2.final_cell_0053,1,ductal
human2_lib2.final_cell_0067,1,ductal
human2_lib2.final_cell_0071,1,ductal
human2_lib2.final_cell_0075,1,ductal
human2_lib2.final_cell_0076,1,ductal
human2_lib2.final_cell_0078,1,ductal
human2_lib2.final_cell_0080,1,ductal
human2_lib2.final_cell_0093,1,ductal
human2_lib2.final_cell_0110,1,ductal
human2_lib2.final_cell_0121,1,ductal
human2_lib2.final_cell_0127,1,ductal
human2_lib2.final_cell_0136,1,ductal
human2_lib2.final_cell_0146,1,ductal
human2_lib2.final_cell_0153,1,ductal
human2_lib2.final_cell_0157,1,ductal
human2_lib2.final_cell_0158,1,ductal
human2_lib2.final_cell_0161,1,ductal
human2_lib2.final_cell_0162,1,ductal
human2_lib2.final_cell_0169,1,ductal
human2_lib2.final_cell_0177,1,ductal
human2_lib2.final_cell_0187,1,ductal
human2_lib2.final_cell_0189,1,ductal
human2_lib2.final_cell_0191,1,ductal
human2_lib2.final_cell_0193,1,ductal
human2_lib2.final_cell_0197,1,ductal
human2_lib2.final_cell_0200,1,ductal
human2_lib2.final_cell_0205,1,ductal
human2_lib2.final_cell_0207,1,ductal
human2_lib2.final_cell_0214,1,ductal
human2_lib2.final_cell_0218,1,ductal
human2_lib2.final_cell_0220,1,ductal
human2_lib2.final_cell_0226,1,ductal
human2_lib2.final_cell_0233,1,ductal
human2_lib2.final_cell_0236,1,ductal
human2_lib2.final_cell_0240,1,ductal
human2_lib2.final_cell_0247,1,ductal
human2_lib2.final_cell_0272,1,ductal
human2_lib2.final_cell_0273,1,ductal
human2_lib2.final_cell_0277,1,ductal
human2_lib2.final_cell_0279,1,ductal
human2_lib2.final_cell_0280,1,ductal
human2_lib2.final_cell_0306,1,ductal
human2_lib2.final_cell_0314,1,ductal
human2_lib2.final_cell_0361,1,ductal
human2_lib2.final_cell_0362,1,ductal
human2_lib2.final_cell_0365,1,ductal
human2_lib2.final_cell_0369,1,ductal
human2_lib2.final_cell_0376,1,ductal
human2_lib2.final_cell_0381,1,ductal
human2_lib2.final_cell_0383,1,ductal
human2_lib2.final_cell_0384,1,ductal
human2_lib2.final_cell_0388,1,ductal
human2_lib2.final_cell_0391,1,ductal
human2_lib2.final_cell_0393,1,ductal
human2_lib2.final_cell_0403,1,ductal
human2_lib2.final_cell_0410,1,ductal
human2_lib2.final_cell_0420,1,ductal
human2_lib2.final_cell_0438,1,ductal
human2_lib2.final_cell_0443,1,ductal
human2_lib2.final_cell_0463,1,ductal
human2_lib2.final_cell_0468,1,ductal
human2_lib2.final_cell_0499,1,ductal
human2_lib2.final_cell_0501,1,ductal
human2_lib2.final_cell_0510,1,ductal
human2_lib2.final_cell_0514,1,ductal
human2_lib2.final_cell_0522,1,ductal
human2_lib2.final_cell_0523,1,ductal
human2_lib2.final_cell_0530,1,ductal
human2_lib2.final_cell_0536,1,ductal
human2_lib2.final_cell_0551,1,ductal
human2_lib2.final_cell_0555,1,ductal
human2_lib2.final_cell_0563,1,ductal
human2_lib2.final_cell_0566,1,ductal
human2_lib2.final_cell_0574,1,ductal
human2_lib2.final_cell_0580,1,ductal
human2_lib2.final_cell_0596,1,ductal
human2_lib2.final_cell_0599,1,ductal
human2_lib3.final_cell_0005,1,ductal
human2_lib3.final_cell_0008,1,ductal
human2_lib3.final_cell_0011,1,ductal
human2_lib3.final_cell_0013,1,ductal
human2_lib3.final_cell_0015,1,ductal
human2_lib3.final_cell_0017,1,ductal
human2_lib3.final_cell_0018,1,ductal
human2_lib3.final_cell_0027,1,ductal
human2_lib3.final_cell_0028,1,ductal
human2_lib3.final_cell_0029,1,ductal
human2_lib3.final_cell_0030,1,ductal
human2_lib3.final_cell_0036,1,ductal
human2_lib3.final_cell_0058,1,ductal
human2_lib3.final_cell_0064,1,ductal
human2_lib3.final_cell_0078,1,ductal
human2_lib3.final_cell_0080,1,ductal
human2_lib3.final_cell_0081,1,ductal
human2_lib3.final_cell_0086,1,ductal
human2_lib3.final_cell_0091,1,ductal
human2_lib3.final_cell_0092,1,ductal
human2_lib3.final_cell_0103,1,ductal
human2_lib3.final_cell_0111,1,ductal
human2_lib3.final_cell_0112,1,ductal
human2_lib3.final_cell_0114,1,ductal
human2_lib3.final_cell_0115,1,ductal
human2_lib3.final_cell_0119,1,ductal
human2_lib3.final_cell_0125,1,ductal
human2_lib3.final_cell_0144,1,ductal
human2_lib3.final_cell_0148,1,ductal
human2_lib3.final_cell_0156,1,ductal
human2_lib3.final_cell_0158,1,ductal
human2_lib3.final_cell_0162,1,ductal
human2_lib3.final_cell_0167,1,ductal
human2_lib3.final_cell_0168,1,ductal
human2_lib3.final_cell_0169,1,ductal
human2_lib3.final_cell_0170,1,ductal
human2_lib3.final_cell_0173,1,ductal
human2_lib3.final_cell_0187,1,ductal
human2_lib3.final_cell_0191,1,ductal
human2_lib3.final_cell_0196,1,ductal
human2_lib3.final_cell_0198,1,ductal
human2_lib3.final_cell_0204,1,ductal
human2_lib3.final_cell_0209,1,ductal
human2_lib3.final_cell_0217,1,ductal
human2_lib3.final_cell_0229,1,ductal
human2_lib3.final_cell_0233,1,ductal
human2_lib3.final_cell_0237,1,ductal
human2_lib3.final_cell_0238,1,ductal
human2_lib3.final_cell_0254,1,ductal
human2_lib3.final_cell_0268,1,ductal
human2_lib3.final_cell_0269,1,ductal
human2_lib3.final_cell_0274,1,ductal
human2_lib3.final_cell_0281,1,ductal
human2_lib3.final_cell_0297,1,ductal
human2_lib3.final_cell_0298,1,ductal
human2_lib3.final_cell_0308,1,ductal
human2_lib3.final_cell_0312,1,ductal
human2_lib3.final_cell_0315,1,ductal
human2_lib3.final_cell_0318,1,ductal
human2_lib3.final_cell_0323,1,ductal
human2_lib3.final_cell_0327,1,ductal
human2_lib3.final_cell_0328,1,ductal
human2_lib3.final_cell_0332,1,ductal
human2_lib3.final_cell_0335,1,ductal
human2_lib3.final_cell_0341,1,ductal
human2_lib3.final_cell_0352,1,ductal
human2_lib3.final_cell_0356,1,ductal
human2_lib3.final_cell_0367,1,ductal
human2_lib3.final_cell_0369,1,ductal
human2_lib3.final_cell_0371,1,ductal
human2_lib3.final_cell_0378,1,ductal
human2_lib3.final_cell_0383,1,ductal
human2_lib3.final_cell_0388,1,ductal
human2_lib3.final_cell_0392,1,ductal
human2_lib3.final_cell_0395,1,ductal
human2_lib3.final_cell_0418,1,ductal
human2_lib3.final_cell_0422,1,ductal
human2_lib3.final_cell_0427,1,ductal
human2_lib3.final_cell_0435,1,ductal
human2_lib3.final_cell_0440,1,ductal
human2_lib3.final_cell_0445,1,ductal
human2_lib3.final_cell_0448,1,ductal
human2_lib3.final_cell_0450,1,ductal
human2_lib3.final_cell_0460,1,ductal
human2_lib3.final_cell_0467,1,ductal
human2_lib3.final_cell_0468,1,ductal
human2_lib3.final_cell_0473,1,ductal
human2_lib3.final_cell_0474,1,ductal
human2_lib3.final_cell_0478,1,ductal
human2_lib3.final_cell_0480,1,ductal
human2_lib3.final_cell_0487,1,ductal
human2_lib3.final_cell_0490,1,ductal
human2_lib3.final_cell_0505,1,ductal
human2_lib3.final_cell_0506,1,ductal
human2_lib3.final_cell_0507,1,ductal
human2_lib3.final_cell_0510,1,ductal
human2_lib3.final_cell_0512,1,ductal
human2_lib3.final_cell_0529,1,ductal
human2_lib3.final_cell_0540,1,ductal
human2_lib3.final_cell_0549,1,ductal
human2_lib3.final_cell_0552,1,ductal
human2_lib3.final_cell_0563,1,ductal
human2_lib1.final_cell_0001,2,delta
human2_lib1.final_cell_0002,2,delta
human2_lib1.final_cell_0004,2,delta
human2_lib1.final_cell_0005,2,delta
human2_lib1.final_cell_0006,2,delta
human2_lib1.final_cell_0007,2,delta
